,Id,Activity_Date,Activity_Hour,StepTotal,Calories,TotalIntensity,AverageIntensity
261,1503960366,2016-04-22,9:00:00 PM,5934,311,159,2.65
262,1503960366,2016-04-22,10:00:00 PM,855,95,30,0.5
263,1503960366,2016-04-22,11:00:00 PM,1925,136,54,0.9
264,1503960366,2016-04-23,12:00:00 AM,182,63,9,0.15
265,1503960366,2016-04-23,1:00:00 AM,0,47,0,0.0
266,1503960366,2016-04-23,2:00:00 AM,11,49,1,0.02
267,1503960366,2016-04-23,3:00:00 AM,0,47,0,0.0
268,1503960366,2016-04-23,4:00:00 AM,0,47,0,0.0
269,1503960366,2016-04-23,5:00:00 AM,0,48,0,0.0
270,1503960366,2016-04-23,6:00:00 AM,12,50,2,0.03
271,1503960366,2016-04-23,7:00:00 AM,0,48,0,0.0
272,1503960366,2016-04-23,8:00:00 AM,127,59,8,0.13
273,1503960366,2016-04-23,9:00:00 AM,285,75,17,0.28
274,1503960366,2016-04-23,10:00:00 AM,49,56,4,0.07
275,1503960366,2016-04-23,11:00:00 AM,703,84,11,0.18
276,1503960366,2016-04-23,12:00:00 PM,1597,129,49,0.82
277,1503960366,2016-04-23,1:00:00 PM,1453,129,51,0.85
278,1503960366,2016-04-23,2:00:00 PM,202,78,20,0.33
279,1503960366,2016-04-23,3:00:00 PM,158,73,15,0.25
280,1503960366,2016-04-23,4:00:00 PM,2008,140,52,0.87
281,1503960366,2016-04-23,5:00:00 PM,1472,121,26,0.43
282,1503960366,2016-04-23,6:00:00 PM,2569,173,66,1.1
283,1503960366,2016-04-23,7:00:00 PM,29,51,2,0.03
284,1503960366,2016-04-23,8:00:00 PM,142,63,9,0.15
285,1503960366,2016-04-23,9:00:00 PM,2432,162,54,0.9
286,1503960366,2016-04-23,10:00:00 PM,709,96,25,0.42
287,1503960366,2016-04-23,11:00:00 PM,231,60,6,0.1
288,1503960366,2016-04-24,12:00:00 AM,141,66,10,0.17
289,1503960366,2016-04-24,1:00:00 AM,42,54,2,0.03
290,1503960366,2016-04-24,2:00:00 AM,0,48,0,0.0
291,1503960366,2016-04-24,3:00:00 AM,0,48,0,0.0
292,1503960366,2016-04-24,4:00:00 AM,8,49,1,0.02
293,1503960366,2016-04-24,5:00:00 AM,0,48,0,0.0
294,1503960366,2016-04-24,6:00:00 AM,7,49,1,0.02
295,1503960366,2016-04-24,7:00:00 AM,0,47,0,0.0
296,1503960366,2016-04-24,8:00:00 AM,8,49,1,0.02
297,1503960366,2016-04-24,9:00:00 AM,76,59,8,0.13
298,1503960366,2016-04-24,10:00:00 AM,492,90,26,0.43
299,1503960366,2016-04-24,11:00:00 AM,149,67,12,0.2
300,1503960366,2016-04-24,12:00:00 PM,548,82,12,0.2
301,1503960366,2016-04-24,1:00:00 PM,394,74,12,0.2
302,1503960366,2016-04-24,2:00:00 PM,26,52,1,0.02
303,1503960366,2016-04-24,3:00:00 PM,27,52,2,0.03
304,1503960366,2016-04-24,4:00:00 PM,885,102,29,0.48
305,1503960366,2016-04-24,5:00:00 PM,411,86,25,0.42
306,1503960366,2016-04-24,6:00:00 PM,911,115,40,0.67
307,1503960366,2016-04-24,7:00:00 PM,4871,270,131,2.18
308,1503960366,2016-04-24,8:00:00 PM,342,76,18,0.3
309,1503960366,2016-04-24,9:00:00 PM,244,74,17,0.28
310,1503960366,2016-04-24,10:00:00 PM,66,61,7,0.12
311,1503960366,2016-04-24,11:00:00 PM,391,72,10,0.17
312,1503960366,2016-04-25,12:00:00 AM,95,62,8,0.13
313,1503960366,2016-04-25,1:00:00 AM,22,53,3,0.05
314,1503960366,2016-04-25,2:00:00 AM,97,57,6,0.1
315,1503960366,2016-04-25,3:00:00 AM,0,47,0,0.0
316,1503960366,2016-04-25,4:00:00 AM,25,50,2,0.03
317,1503960366,2016-04-25,5:00:00 AM,4,49,1,0.02
318,1503960366,2016-04-25,6:00:00 AM,0,47,0,0.0
319,1503960366,2016-04-25,7:00:00 AM,44,52,3,0.05
320,1503960366,2016-04-25,8:00:00 AM,426,83,22,0.37
321,1503960366,2016-04-25,9:00:00 AM,2041,146,46,0.77
322,1503960366,2016-04-25,10:00:00 AM,258,73,12,0.2
323,1503960366,2016-04-25,11:00:00 AM,1468,121,24,0.4
324,1503960366,2016-04-25,12:00:00 PM,707,92,19,0.32
325,1503960366,2016-04-25,1:00:00 PM,299,75,13,0.22
326,1503960366,2016-04-25,2:00:00 PM,94,62,5,0.08
327,1503960366,2016-04-25,3:00:00 PM,359,76,13,0.22
328,1503960366,2016-04-25,4:00:00 PM,263,71,10,0.17
329,1503960366,2016-04-25,5:00:00 PM,188,67,8,0.13
330,1503960366,2016-04-25,6:00:00 PM,116,61,6,0.1
331,1503960366,2016-04-25,7:00:00 PM,2815,182,86,1.43
332,1503960366,2016-04-25,8:00:00 PM,895,95,30,0.5
333,1503960366,2016-04-25,9:00:00 PM,4895,267,132,2.2
334,1503960366,2016-04-25,10:00:00 PM,188,68,11,0.18
335,1503960366,2016-04-25,11:00:00 PM,56,54,3,0.05
336,1503960366,2016-04-26,12:00:00 AM,101,56,4,0.07
337,1503960366,2016-04-26,1:00:00 AM,178,66,11,0.18
338,1503960366,2016-04-26,2:00:00 AM,0,51,0,0.0
339,1503960366,2016-04-26,3:00:00 AM,145,64,11,0.18
340,1503960366,2016-04-26,4:00:00 AM,0,48,0,0.0
341,1503960366,2016-04-26,5:00:00 AM,7,49,1,0.02
342,1503960366,2016-04-26,6:00:00 AM,0,48,0,0.0
343,1503960366,2016-04-26,7:00:00 AM,28,52,3,0.05
344,1503960366,2016-04-26,8:00:00 AM,173,67,13,0.22
345,1503960366,2016-04-26,9:00:00 AM,1826,139,31,0.52
346,1503960366,2016-04-26,10:00:00 AM,666,92,22,0.37
347,1503960366,2016-04-26,11:00:00 AM,266,78,17,0.28
348,1503960366,2016-04-26,12:00:00 PM,415,74,10,0.17
349,1503960366,2016-04-26,1:00:00 PM,1571,126,42,0.7
350,1503960366,2016-04-26,2:00:00 PM,1998,142,60,1.0
351,1503960366,2016-04-26,3:00:00 PM,323,74,9,0.15
352,1503960366,2016-04-26,4:00:00 PM,697,93,22,0.37
353,1503960366,2016-04-26,5:00:00 PM,143,60,5,0.08
354,1503960366,2016-04-26,6:00:00 PM,2513,169,72,1.2
355,1503960366,2016-04-26,7:00:00 PM,148,73,15,0.25
356,1503960366,2016-04-26,8:00:00 PM,1649,127,26,0.43
357,1503960366,2016-04-26,9:00:00 PM,450,79,14,0.23
358,1503960366,2016-04-26,10:00:00 PM,148,66,9,0.15
359,1503960366,2016-04-26,11:00:00 PM,310,80,21,0.35
360,1503960366,2016-04-27,12:00:00 AM,277,68,10,0.17
361,1503960366,2016-04-27,1:00:00 AM,60,59,5,0.08
362,1503960366,2016-04-27,2:00:00 AM,17,53,2,0.03
363,1503960366,2016-04-27,3:00:00 AM,0,47,0,0.0
364,1503960366,2016-04-27,4:00:00 AM,0,47,0,0.0
365,1503960366,2016-04-27,5:00:00 AM,0,47,0,0.0
366,1503960366,2016-04-27,6:00:00 AM,0,47,0,0.0
367,1503960366,2016-04-27,7:00:00 AM,0,47,0,0.0
368,1503960366,2016-04-27,8:00:00 AM,0,47,0,0.0
369,1503960366,2016-04-27,9:00:00 AM,1916,149,33,0.55
370,1503960366,2016-04-27,10:00:00 AM,502,93,27,0.45
371,1503960366,2016-04-27,11:00:00 AM,797,100,23,0.38
372,1503960366,2016-04-27,12:00:00 PM,701,89,12,0.2
373,1503960366,2016-04-27,1:00:00 PM,319,76,13,0.22
374,1503960366,2016-04-27,2:00:00 PM,1932,150,35,0.58
375,1503960366,2016-04-27,3:00:00 PM,59,63,6,0.1
376,1503960366,2016-04-27,4:00:00 PM,98,64,7,0.12
377,1503960366,2016-04-27,5:00:00 PM,261,73,13,0.22
378,1503960366,2016-04-27,6:00:00 PM,2714,178,73,1.22
379,1503960366,2016-04-27,7:00:00 PM,5786,318,150,2.5
380,1503960366,2016-04-27,8:00:00 PM,2420,174,70,1.17
381,1503960366,2016-04-27,9:00:00 PM,266,76,20,0.33
382,1503960366,2016-04-27,10:00:00 PM,0,47,0,0.0
383,1503960366,2016-04-27,11:00:00 PM,0,47,0,0.0
384,1503960366,2016-04-28,12:00:00 AM,0,47,0,0.0
385,1503960366,2016-04-28,1:00:00 AM,127,62,10,0.17
386,1503960366,2016-04-28,2:00:00 AM,0,48,0,0.0
387,1503960366,2016-04-28,3:00:00 AM,0,47,0,0.0
388,1503960366,2016-04-28,4:00:00 AM,0,48,0,0.0
389,1503960366,2016-04-28,5:00:00 AM,0,47,0,0.0
390,1503960366,2016-04-28,6:00:00 AM,0,48,0,0.0
391,1503960366,2016-04-28,7:00:00 AM,14,49,1,0.02
392,1503960366,2016-04-28,8:00:00 AM,128,63,11,0.18
393,1503960366,2016-04-28,9:00:00 AM,1192,116,38,0.63
394,1503960366,2016-04-28,10:00:00 AM,987,105,19,0.32
395,1503960366,2016-04-28,11:00:00 AM,288,73,10,0.17
396,1503960366,2016-04-28,12:00:00 PM,317,78,16,0.27
397,1503960366,2016-04-28,1:00:00 PM,1144,108,33,0.55
398,1503960366,2016-04-28,2:00:00 PM,1512,124,47,0.78
399,1503960366,2016-04-28,3:00:00 PM,115,61,5,0.08
400,1503960366,2016-04-28,4:00:00 PM,554,81,10,0.17
401,1503960366,2016-04-28,5:00:00 PM,235,72,11,0.18
402,1503960366,2016-04-28,6:00:00 PM,1829,138,56,0.93
403,1503960366,2016-04-28,7:00:00 PM,13,56,1,0.02
404,1503960366,2016-04-28,8:00:00 PM,2122,151,50,0.83
405,1503960366,2016-04-28,9:00:00 PM,986,103,21,0.35
406,1503960366,2016-04-28,10:00:00 PM,16,55,2,0.03
407,1503960366,2016-04-28,11:00:00 PM,1512,121,48,0.8
408,1503960366,2016-04-29,12:00:00 AM,202,65,9,0.15
409,1503960366,2016-04-29,1:00:00 AM,0,49,0,0.0
410,1503960366,2016-04-29,2:00:00 AM,71,54,4,0.07
411,1503960366,2016-04-29,3:00:00 AM,0,47,0,0.0
412,1503960366,2016-04-29,4:00:00 AM,0,47,0,0.0
413,1503960366,2016-04-29,5:00:00 AM,0,48,0,0.0
414,1503960366,2016-04-29,6:00:00 AM,0,47,0,0.0
415,1503960366,2016-04-29,7:00:00 AM,27,52,3,0.05
416,1503960366,2016-04-29,8:00:00 AM,201,67,13,0.22
417,1503960366,2016-04-29,9:00:00 AM,1820,142,33,0.55
418,1503960366,2016-04-29,10:00:00 AM,44,60,4,0.07
